fanout,roadrunner,runc,wasmedge
1,0.0831634373144761,0.01065532628405393,0.02947204548186911
10,0.07477096849610487,,0.05866644310615026
20,0.07282826802584755,0.05832028603974713,0.09088094699817158
40,0.14454626962424572,0.20503558547146783,0.17882489008624275
60,0.16602806524373095,0.30861803172563135,0.29855478943307046
80,0.27329654344049814,0.5591026904193847,0.44662205335834215
90,,0.7194872712382335,
100,0.2912833305688479,1.0,0.5860640680448072
