Fanout,RoadRunner_Embedded,RoadRunner,RunC,Wasmedge
1,,17.42755852,70.68210429,
10,178.4876732,17.8666875,62.04638393,4.648995783
20,207.9919146,18.34493778,63.19738292,4.526754088
40,244.1451789,18.17127495,70.02615867,4.555296686
60,260.4334716,18.10686221,71.87988417,4.542077255
80,271.7146973,18.40682304,88.8252101,4.554806184
100,268.431727,18.51486584,87.57688908,4.553905114
