Fanout,RoadRunner_Embedded,RoadRunner,RunC,Wasmedge
1,0.0059917441,0.057380384,0.0141478527,0.239093044
10,0.0056026278,0.055970084,0.0161169747,0.2151002166
20,0.0048078792,0.05451095075,0.01582344005,0.2209088412
40,0.0040959236,0.05503191178,0.01428037778,0.2195246696
60,0.003839752217,0.05522768043,0.0139120981,0.2201635824
80,,0.05432768045,0.01125806513,0.21954831
100,0.00372534205,0.0540106533,0.01141853759,0.2195917515
