Fanout,RoadRunner_Embedded,RoadRunner,RunC,Wasmedge
1,0.000012358,0.000013342,0.010406798,0.216758872
10,0.0000091037,0.0000141145,0.0111685495,0.205203224
20,0.00001034665,0.00001446985,0.01142605365,0.2110718726
40,0.0000094918,0.000014027525,0.01065157498,0.2100731315
60,0.000008816016667,0.0000140714,0.01059631322,0.2098863143
80,0.0000094323625,0.00001334838,0.008341540463,0.20960487
100,0.00000855457,0.00001385432,0.0085101851,0.2094631146
